Card Category,Churn,Clientnum,Customer Age (bin),Education Level,Gender,Income,Marital Status,Balance,Credit Limit,Customer Age,Dependent count,Months on book,Utilization Ratio
Blue,Retained Customers,807587433,50,Doctorate,F,Less than $40K,Married,0,1438.3,56,2,51,0%
Blue,Attrited Customer,709850508,30,Graduate,F,Less than $40K,Married,0,3202,33,2,20,0%
Blue,Attrited Customer,772162683,30,Graduate,F,Less than $40K,Married,0,3116,34,2,23,0%
Blue,Attrited Customer,718303683,30,Graduate,F,Less than $40K,Married,813,1666,36,2,23,49%
Blue,Attrited Customer,778364583,40,Graduate,F,Less than $40K,Married,916,5911,45,2,25,16%
Blue,Attrited Customer,713492583,30,Graduate,F,Less than $40K,Married,0,5845,34,2,29,0%
Blue,Attrited Customer,773228133,30,Graduate,F,Less than $40K,Married,0,1677,39,2,29,0%
Blue,Attrited Customer,716643033,40,Graduate,F,Less than $40K,Married,2137,2580,41,2,31,83%
Blue,Attrited Customer,713685033,40,Graduate,F,Less than $40K,Married,0,2417,44,2,33,0%
Blue,Attrited Customer,711448983,40,Graduate,F,Less than $40K,Married,2024,2234,47,2,34,91%
Blue,Attrited Customer,719860308,40,Graduate,F,Less than $40K,Married,0,1438.3,42,2,36,0%
Blue,Attrited Customer,789177333,40,Graduate,F,Less than $40K,Married,1088,1693,47,2,36,64%
Blue,Retained Customers,720142308,50,Graduate,F,Less than $40K,Married,0,2160,52,2,36,0%
Blue,Attrited Customer,710785383,40,Graduate,F,Less than $40K,Married,0,2212,49,2,39,0%
Blue,Attrited Customer,820282383,40,Graduate,F,Less than $40K,Married,2517,5848,45,2,40,43%
Blue,Retained Customers,717252483,50,Graduate,F,Less than $40K,Married,0,2796,57,2,41,0%
Blue,Retained Customers,714250908,50,Graduate,F,Less than $40K,Married,2517,2927,53,2,47,86%
Blue,Attrited Customer,712691883,40,High School,F,Less than $40K,Married,2404,2811,41,2,36,86%
Blue,Attrited Customer,710525508,40,High School,F,Less than $40K,Married,455,1438.3,48,2,36,32%
Blue,Retained Customers,714202008,50,High School,F,Less than $40K,Married,2517,3918,53,2,36,64%
Blue,Attrited Customer,721228308,40,High School,F,Less than $40K,Married,0,3899,47,2,39,0%
Blue,Attrited Customer,779279883,60,High School,F,Less than $40K,Married,0,1438.3,60,2,42,0%
Blue,Retained Customers,717518733,50,High School,F,Less than $40K,Married,764,9463,56,2,46,8%
Blue,Retained Customers,807136758,50,High School,F,Less than $40K,Married,0,1944,58,2,53,0%
Blue,Attrited Customer,720739083,30,Post-Graduate,F,Less than $40K,Married,0,1691,36,2,25,0%
Blue,Retained Customers,711692508,50,Post-Graduate,F,Less than $40K,Married,0,1438.3,54,2,47,0%
Blue,Retained Customers,716282208,50,Post-Graduate,F,Less than $40K,Married,0,1638,54,2,48,0%
Blue,Attrited Customer,753795633,40,Unknown,F,Less than $40K,Married,2517,2964,48,2,41,85%
Blue,Retained Customers,827451333,50,Unknown,F,Less than $40K,Married,0,2247,54,2,50,0%
Blue,Retained Customers,712160058,50,Unknown,F,Less than $40K,Married,0,1438.3,59,2,51,0%
Blue,Attrited Customer,712562433,40,Unknown,F,Less than $40K,Married,0,4204,48,2,30,0%
Blue,Attrited Customer,812218908,40,Unknown,F,Less than $40K,Married,2517,4065,46,2,36,62%
Blue,Retained Customers,709017258,50,Unknown,F,Less than $40K,Married,0,2114,51,2,36,0%
Blue,Attrited Customer,708229308,40,Unknown,F,Less than $40K,Married,0,3243,49,2,41,0%
Blue,Attrited Customer,826077033,40,Unknown,F,Less than $40K,Married,0,2002,46,2,42,0%
Blue,Retained Customers,721480158,50,Unknown,F,Less than $40K,Married,910,1438.3,50,2,43,63%
Blue,Retained Customers,719683158,50,Unknown,F,Less than $40K,Married,0,4746,56,2,48,0%
Blue,Attrited Customer,712662783,40,College,F,Unknown,Married,2517,3793,43,2,36,66%
Blue,Attrited Customer,720634683,40,College,F,Unknown,Married,0,2220,48,2,37,0%
Blue,Attrited Customer,779269158,40,Graduate,F,Unknown,Married,0,21961,43,2,25,0%
Blue,Retained Customers,719150658,50,Graduate,F,Unknown,Married,0,7551,51,2,34,0%
Blue,Attrited Customer,716404383,40,Graduate,F,Unknown,Married,2517,18799,47,2,36,13%
Blue,Retained Customers,712916958,50,Graduate,F,Unknown,Married,0,12494,55,2,36,0%
Blue,Attrited Customer,819714408,40,Graduate,F,Unknown,Married,2386,5666,44,2,39,42%
Blue,Retained Customers,720810783,50,Graduate,F,Unknown,Married,1692,3781,54,2,44,45%
Blue,Attrited Customer,778781508,40,High School,F,Unknown,Married,2517,8477,44,2,32,30%
Blue,Retained Customers,711666708,50,High School,F,Unknown,Married,1790,2233,52,2,39,80%
Blue,Retained Customers,718250883,50,High School,F,Unknown,Married,1397,3875,59,2,51,36%
Blue,Retained Customers,712450008,50,Post-Graduate,F,Unknown,Married,0,4045,50,2,36,0%
Blue,Attrited Customer,708642708,40,Unknown,F,Unknown,Married,0,13019,40,2,36,0%
Blue,Attrited Customer,720283758,40,Unknown,F,Unknown,Married,1733,13735,44,2,36,13%
Blue,Retained Customers,795599883,50,Unknown,F,Unknown,Married,284,2404,57,2,51,12%
Blue,Attrited Customer,713823033,30,Unknown,F,Unknown,Married,0,8149,31,2,20,0%
Blue,Attrited Customer,713163258,30,Unknown,F,Unknown,Married,0,3388,38,2,33,0%
Blue,Attrited Customer,711253383,40,Unknown,F,Unknown,Married,0,4382,48,2,38,0%
Blue,Retained Customers,709192233,50,Unknown,F,Unknown,Married,0,1773,50,2,39,0%
Blue,Retained Customers,816476658,50,Unknown,F,Unknown,Married,1798,1812,54,2,49,99%
Blue,Attrited Customer,716272158,40,College,F,$40K - $60K,Married,2517,4312,41,3,15,58%
Blue,Retained Customers,714197133,50,College,F,$40K - $60K,Married,0,4762,51,3,36,0%
Blue,Attrited Customer,794560833,40,Graduate,F,$40K - $60K,Married,0,5496,47,3,31,0%
Blue,Attrited Customer,779681433,40,Graduate,F,$40K - $60K,Married,0,14899,48,3,31,0%
Blue,Attrited Customer,780143283,40,Graduate,F,$40K - $60K,Married,2498,2701,43,3,32,93%
Blue,Attrited Customer,716448783,40,Graduate,F,$40K - $60K,Married,0,6235,48,3,39,0%
Blue,Retained Customers,708606633,50,Graduate,F,$40K - $60K,Married,0,1544,56,3,44,0%
Blue,Attrited Customer,719868183,40,High School,F,$40K - $60K,Married,0,1456,42,3,30,0%
Blue,Attrited Customer,779722308,40,High School,F,$40K - $60K,Married,0,12355,45,3,30,0%
Blue,Attrited Customer,711716133,40,High School,F,$40K - $60K,Married,1381,1585,42,3,34,87%
Blue,Attrited Customer,711527508,40,High School,F,$40K - $60K,Married,0,8583,46,3,34,0%
Blue,Attrited Customer,715016508,40,High School,F,$40K - $60K,Married,0,4527,42,3,36,0%
Blue,Attrited Customer,717172308,40,High School,F,$40K - $60K,Married,0,3304,45,3,37,0%
Blue,Attrited Customer,716486508,40,High School,F,$40K - $60K,Married,0,3399,45,3,37,0%
Blue,Retained Customers,805313808,50,High School,F,$40K - $60K,Married,134,8018,52,3,47,2%
Blue,Retained Customers,803595858,50,High School,F,$40K - $60K,Married,0,1438.3,56,3,51,0%
Blue,Attrited Customer,716315508,30,Post-Graduate,F,$40K - $60K,Married,2517,3233,37,3,36,78%
Blue,Attrited Customer,713736333,40,Unknown,F,$40K - $60K,Married,0,3606,41,3,36,0%
Blue,Attrited Customer,715400733,40,Unknown,F,$40K - $60K,Married,0,1438.3,43,3,36,0%
Blue,Attrited Customer,713186058,40,Unknown,F,$40K - $60K,Married,0,1438.3,42,3,36,0%
Blue,Attrited Customer,711826983,40,Unknown,F,$40K - $60K,Married,0,5822,47,3,36,0%
Blue,Attrited Customer,710721858,40,Unknown,F,$40K - $60K,Married,0,5542,46,3,37,0%
Blue,Attrited Customer,720507108,40,College,F,Less than $40K,Married,0,1601,42,3,28,0%
Blue,Attrited Customer,712297683,40,College,F,Less than $40K,Married,0,1781,47,3,35,0%
Blue,Attrited Customer,713929533,30,College,F,Less than $40K,Married,0,1707,36,3,36,0%
Blue,Attrited Customer,714519408,40,College,F,Less than $40K,Married,2139,5357,44,3,36,40%
Blue,Attrited Customer,712292133,40,College,F,Less than $40K,Married,2294,2330,45,3,36,99%
Blue,Attrited Customer,709500183,40,College,F,Less than $40K,Married,0,1804,46,3,36,0%
Blue,Attrited Customer,708946008,40,College,F,Less than $40K,Married,1214,1438.3,46,3,36,84%
Blue,Retained Customers,720963258,50,College,F,Less than $40K,Married,0,3474,52,3,40,0%
Blue,Attrited Customer,769575783,40,College,F,Less than $40K,Married,749,1603,49,3,41,47%
Blue,Retained Customers,789358908,50,College,F,Less than $40K,Married,0,3573,53,3,43,0%
Blue,Retained Customers,715660308,50,College,F,Less than $40K,Married,2412,2921,54,3,44,83%
Blue,Attrited Customer,713726958,40,Doctorate,F,Less than $40K,Married,0,1728,40,3,21,0%
Blue,Attrited Customer,709708233,40,Doctorate,F,Less than $40K,Married,0,7066,49,3,29,0%
Blue,Attrited Customer,717047583,40,Doctorate,F,Less than $40K,Married,2517,4779,47,3,35,53%
Blue,Attrited Customer,720206658,40,Graduate,F,Less than $40K,Married,458,1479,40,3,29,31%
Blue,Attrited Customer,713679633,40,Graduate,F,Less than $40K,Married,0,1438.3,41,3,33,0%
Blue,Attrited Customer,712552608,40,Graduate,F,Less than $40K,Married,0,1438.3,46,3,34,0%
Blue,Attrited Customer,757247808,40,Graduate,F,Less than $40K,Married,2517,5230,42,3,35,48%
Blue,Attrited Customer,710690733,40,Graduate,F,Less than $40K,Married,0,1666,47,3,35,0%
Blue,Attrited Customer,712222758,30,Graduate,F,Less than $40K,Married,0,2300,38,3,36,0%
Blue,Attrited Customer,712623258,40,Graduate,F,Less than $40K,Married,2517,5505,42,3,36,46%
Blue,Attrited Customer,711919608,40,Graduate,F,Less than $40K,Married,1720,2031,42,3,36,85%
Blue,Attrited Customer,716421633,40,Graduate,F,Less than $40K,Married,0,3523,43,3,36,0%
Blue,Attrited Customer,718171308,40,Graduate,F,Less than $40K,Married,0,1984,44,3,36,0%
Blue,Attrited Customer,772382283,40,Graduate,F,Less than $40K,Married,1593,2302,46,3,36,69%
Blue,Retained Customers,715222533,50,Graduate,F,Less than $40K,Married,1079,2566,52,3,36,42%
Blue,Attrited Customer,708298233,40,Graduate,F,Less than $40K,Married,0,6184,49,3,37,0%
Blue,Attrited Customer,795784008,40,Graduate,F,Less than $40K,Married,2517,3889,44,3,38,65%
Blue,Retained Customers,713931258,50,Graduate,F,Less than $40K,Married,0,1438.3,56,3,45,0%
Blue,Retained Customers,771422883,50,Graduate,F,Less than $40K,Married,186,1759,57,3,45,11%
Blue,Retained Customers,810875958,50,Graduate,F,Less than $40K,Married,395,2016,51,3,46,20%
Blue,Attrited Customer,711274458,30,High School,F,Less than $40K,Married,0,1438.3,38,3,27,0%
Blue,Attrited Customer,709611183,40,High School,F,Less than $40K,Married,0,3952,41,3,31,0%
Blue,Retained Customers,789662283,50,High School,F,Less than $40K,Married,0,2140,50,3,33,0%
Blue,Attrited Customer,714477408,30,High School,F,Less than $40K,Married,1340,2977,36,3,36,45%
Blue,Attrited Customer,710727333,40,High School,F,Less than $40K,Married,0,1763,49,3,36,0%
Blue,Retained Customers,718148358,50,High School,F,Less than $40K,Married,0,1572,50,3,36,0%
Blue,Retained Customers,779859558,50,High School,F,Less than $40K,Married,1012,2452,54,3,38,41%
Blue,Attrited Customer,713696808,40,High School,F,Less than $40K,Married,316,1801,46,3,39,18%
Blue,Retained Customers,712434708,50,High School,F,Less than $40K,Married,2517,3302,52,3,39,76%
Blue,Retained Customers,716307558,50,High School,F,Less than $40K,Married,1506,2897,50,3,40,52%
Blue,Retained Customers,721527858,50,High School,F,Less than $40K,Married,1735,2003,52,3,40,87%
Blue,Retained Customers,720941433,50,High School,F,Less than $40K,Married,0,1547,53,3,41,0%
Blue,Attrited Customer,809626983,40,High School,F,Less than $40K,Married,0,1670,48,3,43,0%
Blue,Attrited Customer,828294933,40,High School,F,Less than $40K,Married,2437,2951,49,3,45,83%
Blue,Attrited Customer,718352358,40,Post-Graduate,F,Less than $40K,Married,0,1914,49,3,35,0%
Blue,Retained Customers,708276183,50,Post-Graduate,F,Less than $40K,Married,0,1760,52,3,45,0%
Blue,Attrited Customer,711433908,40,Unknown,F,Less than $40K,Married,0,9491,41,3,30,0%
Blue,Attrited Customer,708831858,40,Unknown,F,Less than $40K,Married,1506,4579,43,3,30,33%
Blue,Attrited Customer,717026658,40,Unknown,F,Less than $40K,Married,0,1897,43,3,32,0%
Blue,Retained Customers,779333883,50,Unknown,F,Less than $40K,Married,0,7428,51,3,33,0%
Blue,Attrited Customer,798481383,40,Unknown,F,Less than $40K,Married,0,2694,40,3,34,0%
Blue,Attrited Customer,708384033,40,Unknown,F,Less than $40K,Married,2463,2745,45,3,35,90%
Blue,Attrited Customer,713115483,40,Unknown,F,Less than $40K,Married,0,1684,44,3,36,0%
Blue,Attrited Customer,716977758,40,Unknown,F,Less than $40K,Married,2517,3675,44,3,36,69%
Blue,Attrited Customer,708323208,40,Unknown,F,Less than $40K,Married,0,1522,49,3,36,0%
Blue,Attrited Customer,790119408,40,Unknown,F,Less than $40K,Married,0,4960,48,3,41,0%
Blue,Retained Customers,812247033,50,Unknown,F,Less than $40K,Married,0,3536,51,3,46,0%
Blue,Attrited Customer,711918033,30,Unknown,F,Less than $40K,Married,1074,1468,37,3,17,73%
Blue,Attrited Customer,711298458,30,Unknown,F,Less than $40K,Married,0,2190,39,3,26,0%
Blue,Attrited Customer,712812408,40,Unknown,F,Less than $40K,Married,0,1535,40,3,28,0%
Blue,Attrited Customer,772407333,40,Unknown,F,Less than $40K,Married,0,1654,41,3,30,0%
Blue,Attrited Customer,719604858,40,Unknown,F,Less than $40K,Married,0,5941,45,3,31,0%
Blue,Attrited Customer,714287583,40,Unknown,F,Less than $40K,Married,0,1438.3,41,3,32,0%
Blue,Attrited Customer,788835408,40,Unknown,F,Less than $40K,Married,0,2910,49,3,33,0%
Blue,Attrited Customer,708386958,40,Unknown,F,Less than $40K,Married,0,1561,47,3,34,0%
Blue,Attrited Customer,716122008,40,Unknown,F,Less than $40K,Married,0,1855,44,3,35,0%
Blue,Attrited Customer,709145958,40,Unknown,F,Less than $40K,Married,1002,2440,43,3,36,41%
Blue,Attrited Customer,708498033,40,Unknown,F,Less than $40K,Married,1837,2279,44,3,36,81%
Blue,Retained Customers,714614133,50,Unknown,F,Less than $40K,Married,0,2819,53,3,36,0%
Blue,Attrited Customer,787665258,40,Unknown,F,Less than $40K,Married,0,1438.3,47,3,37,0%
Blue,Attrited Customer,711487533,40,Unknown,F,Less than $40K,Married,0,1438.3,47,3,38,0%
Blue,Attrited Customer,713011683,30,College,F,Unknown,Married,0,11239,37,3,24,0%
Blue,Attrited Customer,713437008,40,Graduate,F,Unknown,Married,1878,6888,40,3,25,27%
Blue,Attrited Customer,711092658,30,Graduate,F,Unknown,Married,855,4376,39,3,26,20%
Blue,Attrited Customer,716112933,30,Graduate,F,Unknown,Married,592,1575,39,3,36,38%
Blue,Attrited Customer,716127333,40,Graduate,F,Unknown,Married,484,18432,45,3,36,3%
Blue,Attrited Customer,708108333,40,Graduate,F,Unknown,Married,0,5590,47,3,36,0%
Blue,Retained Customers,720296808,50,Graduate,F,Unknown,Married,1771,4173,52,3,39,42%
Blue,Attrited Customer,809559933,40,Graduate,F,Unknown,Married,706,4462,45,3,40,16%
Blue,Attrited Customer,767668908,40,Graduate,F,Unknown,Married,1836,13095,46,3,40,14%
Blue,Retained Customers,711144183,50,Graduate,F,Unknown,Married,1848,2815,55,3,45,66%
Blue,Attrited Customer,762020133,30,High School,F,Unknown,Married,0,9874,37,3,30,0%
Blue,Attrited Customer,711334983,40,High School,F,Unknown,Married,0,26229,41,3,32,0%
Blue,Attrited Customer,710292333,40,High School,F,Unknown,Married,0,7772,44,3,36,0%
Blue,Attrited Customer,708223383,40,High School,F,Unknown,Married,979,11410,47,3,39,9%
Blue,Attrited Customer,718259433,40,High School,F,Unknown,Married,0,8383,45,3,40,0%
Blue,Retained Customers,802460433,50,High School,F,Unknown,Married,0,1438.3,57,3,51,0%
Blue,Attrited Customer,712790358,30,Unknown,F,Unknown,Married,1348,3023,39,3,30,45%
Blue,Attrited Customer,718806783,40,Unknown,F,Unknown,Married,357,2872,46,3,36,12%
Blue,Retained Customers,710406633,50,Unknown,F,Unknown,Married,0,3664,51,3,36,0%
Blue,Attrited Customer,803124408,40,Unknown,F,Unknown,Married,0,11538,41,3,35,0%
Blue,Attrited Customer,710411358,30,College,F,$40K - $60K,Married,2199,7596,39,4,28,29%
Blue,Attrited Customer,789122808,40,College,F,$40K - $60K,Married,0,3281,41,4,29,0%
Blue,Attrited Customer,715904433,40,College,F,$40K - $60K,Married,0,1695,42,4,34,0%
Blue,Attrited Customer,710524533,30,College,F,$40K - $60K,Married,2517,4913,38,4,36,51%
Blue,Attrited Customer,820276908,40,College,F,$40K - $60K,Married,0,4139,42,4,37,0%
Blue,Attrited Customer,806914158,30,Graduate,F,$40K - $60K,Married,0,4047,38,4,33,0%
Blue,Attrited Customer,714164808,40,Graduate,F,$40K - $60K,Married,0,2918,42,4,33,0%
Blue,Attrited Customer,708684108,40,Graduate,F,$40K - $60K,Married,1446,4152,46,4,34,35%
Blue,Attrited Customer,715487733,40,Graduate,F,$40K - $60K,Married,0,1452,44,4,36,0%
Blue,Attrited Customer,815315058,40,High School,F,$40K - $60K,Married,0,1438.3,48,4,43,0%
Blue,Attrited Customer,717390408,40,Unknown,F,$40K - $60K,Married,0,4167,49,4,36,0%
Blue,Attrited Customer,708373083,40,Unknown,F,$40K - $60K,Married,2517,3356,40,4,30,75%
Blue,Attrited Customer,718296558,40,Unknown,F,$40K - $60K,Married,1327,1691,44,4,31,79%
Blue,Attrited Customer,711456108,40,Unknown,F,$40K - $60K,Married,819,1438.3,46,4,39,57%
Blue,Attrited Customer,714443058,40,College,F,Less than $40K,Married,0,1484,43,4,28,0%
Blue,Attrited Customer,713585958,40,College,F,Less than $40K,Married,0,5997,48,4,36,0%
Blue,Attrited Customer,708972783,40,College,F,Less than $40K,Married,0,1745,48,4,37,0%
Blue,Attrited Customer,709581483,40,Doctorate,F,Less than $40K,Married,2517,2984,40,4,21,84%
Blue,Attrited Customer,779310033,40,Doctorate,F,Less than $40K,Married,0,4304,42,4,24,0%
Blue,Attrited Customer,718890933,40,Doctorate,F,Less than $40K,Married,0,1438.3,45,4,27,0%
Blue,Attrited Customer,709079883,40,Doctorate,F,Less than $40K,Married,1012,1663,45,4,36,61%
Blue,Retained Customers,718311933,50,Doctorate,F,Less than $40K,Married,2517,3719,53,4,37,68%
Blue,Attrited Customer,721003008,30,Graduate,F,Less than $40K,Married,2517,3261,36,4,24,77%
Blue,Attrited Customer,794554683,40,Graduate,F,Less than $40K,Married,0,3159,41,4,26,0%
Blue,Attrited Customer,720520308,40,Graduate,F,Less than $40K,Married,2517,8318,46,4,28,30%
Blue,Retained Customers,712446783,50,Graduate,F,Less than $40K,Married,1530,4038,50,4,30,38%
Blue,Attrited Customer,715514133,40,Graduate,F,Less than $40K,Married,0,2184,44,4,31,0%
Blue,Attrited Customer,711430908,40,Graduate,F,Less than $40K,Married,0,1438.3,45,4,34,0%
Blue,Attrited Customer,712795833,30,Graduate,F,Less than $40K,Married,2517,5021,34,4,36,50%
Blue,Attrited Customer,714424533,40,Graduate,F,Less than $40K,Married,0,1655,41,4,36,0%
Blue,Attrited Customer,714006333,40,Graduate,F,Less than $40K,Married,528,2128,42,4,36,25%
Blue,Attrited Customer,719590458,40,Graduate,F,Less than $40K,Married,0,1905,44,4,36,0%
Blue,Retained Customers,713730933,50,Graduate,F,Less than $40K,Married,0,1438.3,53,4,36,0%
Blue,Retained Customers,714941358,50,Graduate,F,Less than $40K,Married,0,4005,53,4,36,0%
Blue,Retained Customers,778720533,50,Graduate,F,Less than $40K,Married,0,1722,53,4,37,0%
Blue,Attrited Customer,716855058,40,Graduate,F,Less than $40K,Married,0,1757,49,4,38,0%
Blue,Attrited Customer,741517458,40,Graduate,F,Less than $40K,Married,2517,2575,49,4,42,98%
Blue,Attrited Customer,717748608,30,High School,F,Less than $40K,Married,872,1555,35,4,24,56%
Blue,Attrited Customer,720655833,40,High School,F,Less than $40K,Married,0,2913,48,4,30,0%
Blue,Attrited Customer,789328083,40,High School,F,Less than $40K,Married,0,3454,42,4,32,0%
Blue,Retained Customers,719630358,50,High School,F,Less than $40K,Married,0,3546,50,4,36,0%
Blue,Retained Customers,710481333,50,High School,F,Less than $40K,Married,1614,2690,50,4,36,60%
Blue,Retained Customers,719519058,50,High School,F,Less than $40K,Married,0,1477,55,4,36,0%
Blue,Attrited Customer,712783083,40,High School,F,Less than $40K,Married,0,3607,48,4,37,0%
Blue,Retained Customers,719740008,50,High School,F,Less than $40K,Married,940,2791,51,4,41,34%
Blue,Attrited Customer,714013983,30,Post-Graduate,F,Less than $40K,Married,0,1586,37,4,36,0%
Blue,Attrited Customer,713957283,40,Unknown,F,Less than $40K,Married,0,3214,42,4,23,0%
Blue,Attrited Customer,718504233,40,Unknown,F,Less than $40K,Married,1794,2082,43,4,30,86%
Blue,Attrited Customer,714484008,40,Unknown,F,Less than $40K,Married,0,1567,49,4,31,0%
Blue,Attrited Customer,721351983,40,Unknown,F,Less than $40K,Married,2517,3492,43,4,36,72%
Blue,Attrited Customer,714492783,40,Unknown,F,Less than $40K,Married,0,1438.3,46,4,36,0%
Blue,Attrited Customer,719894433,40,Unknown,F,Less than $40K,Married,951,1679,43,4,24,57%
Blue,Attrited Customer,710211783,30,Unknown,F,Less than $40K,Married,0,1438.3,38,4,26,0%
Blue,Attrited Customer,711234783,40,Unknown,F,Less than $40K,Married,0,2020,44,4,28,0%
Blue,Attrited Customer,709283358,40,Unknown,F,Less than $40K,Married,0,2895,43,4,29,0%
Blue,Attrited Customer,716600733,40,Unknown,F,Less than $40K,Married,228,2033,47,4,36,11%
Blue,Attrited Customer,720742083,40,Unknown,F,Less than $40K,Married,2425,2740,48,4,36,89%
Blue,Retained Customers,716331408,50,Unknown,F,Less than $40K,Married,0,2143,52,4,36,0%
Blue,Attrited Customer,782802033,40,Unknown,F,Less than $40K,Married,1472,3411,45,4,39,43%
Blue,Attrited Customer,711531858,40,Unknown,F,Less than $40K,Married,1267,2447,48,4,41,52%
Blue,Retained Customers,712947333,50,Unknown,F,Less than $40K,Married,0,5139,54,4,43,0%
Blue,Attrited Customer,720551733,40,Doctorate,F,Unknown,Married,0,15195,46,4,26,0%
Blue,Attrited Customer,718452633,30,Graduate,F,Unknown,Married,0,1931,35,4,36,0%
Blue,Attrited Customer,709987683,40,Graduate,F,Unknown,Married,0,2286,46,4,36,0%
Blue,Retained Customers,772442883,50,Graduate,F,Unknown,Married,696,3853,51,4,41,18%
Blue,Retained Customers,823548858,50,Graduate,F,Unknown,Married,330,10533,53,4,49,3%
Blue,Retained Customers,714246333,50,High School,F,Unknown,Married,1803,5396,58,4,48,33%
Blue,Attrited Customer,818699208,40,Post-Graduate,F,Unknown,Married,0,6451,47,4,42,0%
Blue,Attrited Customer,714237033,40,Unknown,F,Unknown,Married,2246,5557,42,4,36,40%
Blue,Attrited Customer,778863258,40,Unknown,F,Unknown,Married,0,6030,46,4,27,0%
Blue,Attrited Customer,712578933,30,High School,F,$40K - $60K,Married,0,1438.3,35,5,25,0%
Blue,Attrited Customer,787529583,40,Unknown,F,$40K - $60K,Married,0,1588,41,5,30,0%
Blue,Attrited Customer,716099958,30,Unknown,F,$40K - $60K,Married,1867,3333,39,5,31,56%
Blue,Attrited Customer,717001908,40,Graduate,F,Less than $40K,Married,0,6936,41,5,28,0%
Blue,Attrited Customer,771045708,40,Graduate,F,Less than $40K,Married,970,1504,41,5,28,65%
Blue,Attrited Customer,715485483,30,Graduate,F,Less than $40K,Married,0,3664,39,5,36,0%
Blue,Attrited Customer,717242058,40,Graduate,F,Less than $40K,Married,0,3981,43,5,39,0%
Blue,Attrited Customer,716373483,40,Graduate,F,Less than $40K,Married,2517,2860,48,5,40,88%
Blue,Attrited Customer,715328658,40,Post-Graduate,F,Less than $40K,Married,0,1495,41,5,36,0%
Blue,Retained Customers,720328983,50,Unknown,F,Less than $40K,Married,0,9611,52,5,36,0%
Blue,Attrited Customer,812671758,40,Doctorate,F,Unknown,Married,2176,4345,47,5,42,50%
Blue,Attrited Customer,771544533,40,High School,F,Unknown,Married,0,3578,42,5,30,0%
Blue,Retained Customers,711886383,50,High School,F,Unknown,Married,605,5342,54,5,44,11%
Gold,Attrited Customer,708369633,30,Graduate,F,Less than $40K,Married,1847,15487,34,3,36,12%
Gold,Attrited Customer,717571683,40,Unknown,F,$40K - $60K,Married,0,23981,47,4,34,0%
Platinum,Retained Customers,708654933,50,Doctorate,F,Less than $40K,Married,193,15987,51,2,42,1%
Silver,Attrited Customer,812979408,30,Unknown,F,$40K - $60K,Married,0,15142,39,0,34,0%
Silver,Attrited Customer,708385533,40,Graduate,F,Less than $40K,Married,0,11059,49,1,36,0%
Silver,Retained Customers,794965233,50,Graduate,F,Less than $40K,Married,781,13199,51,1,45,6%
Silver,Retained Customers,759584958,50,Graduate,F,Unknown,Married,2418,33004,51,1,44,7%
Silver,Attrited Customer,714337233,40,Graduate,F,Less than $40K,Married,1961,10388,43,2,25,19%
Silver,Retained Customers,717898758,50,Graduate,F,Less than $40K,Married,0,12207,55,2,45,0%
Silver,Attrited Customer,780042633,30,Unknown,F,Unknown,Married,0,31718,37,2,21,0%
Silver,Attrited Customer,712582983,40,Graduate,F,Less than $40K,Married,1381,14057,47,3,36,10%
Silver,Attrited Customer,771028533,40,Post-Graduate,F,Less than $40K,Married,0,10357,48,3,35,0%
Silver,Attrited Customer,809464608,40,High School,F,Unknown,Married,2517,34516,47,3,31,7%
Silver,Attrited Customer,770842833,40,High School,F,Unknown,Married,1273,34516,49,3,36,4%
Silver,Retained Customers,712941483,50,Post-Graduate,F,$40K - $60K,Married,0,3735,51,4,43,0%
Silver,Attrited Customer,803216433,40,Graduate,F,Less than $40K,Married,2517,14806,43,5,33,17%
Blue,Attrited Customer,712767858,40,College,F,$40K - $60K,Single,1223,1438.3,42,0,30,85%
Blue,Attrited Customer,817889583,60,Graduate,F,$40K - $60K,Single,0,9721,61,0,56,0%
Blue,Attrited Customer,778708533,20,High School,F,$40K - $60K,Single,1616,1730,26,0,13,93%
Blue,Attrited Customer,815085708,60,High School,F,$40K - $60K,Single,2517,10882,60,0,55,23%
Blue,Attrited Customer,779130108,30,Unknown,F,$40K - $60K,Single,0,1438.3,33,0,15,0%
Blue,Retained Customers,719759733,50,Unknown,F,$40K - $60K,Single,0,1852,59,0,52,0%
Blue,Retained Customers,715366083,50,Doctorate,F,Less than $40K,Single,978,1438.3,52,0,36,68%
Blue,Retained Customers,712327608,50,Doctorate,F,Less than $40K,Single,0,2708,54,0,36,0%
Blue,Retained Customers,716510658,50,Doctorate,F,Less than $40K,Single,2353,2595,50,0,38,91%
Blue,Attrited Customer,789713208,60,Doctorate,F,Less than $40K,Single,326,2936,62,0,50,11%
Blue,Attrited Customer,716107158,30,Graduate,F,Less than $40K,Single,431,3983,32,0,20,11%
Blue,Attrited Customer,715630983,30,Graduate,F,Less than $40K,Single,0,4598,31,0,21,0%
Blue,Attrited Customer,709785783,30,Graduate,F,Less than $40K,Single,0,2300,35,0,25,0%
Blue,Attrited Customer,713422083,30,Graduate,F,Less than $40K,Single,0,1574,30,0,36,0%
Blue,Attrited Customer,714919308,30,Graduate,F,Less than $40K,Single,0,8135,32,0,36,0%
Blue,Attrited Customer,712953483,60,Graduate,F,Less than $40K,Single,0,1682,64,0,36,0%
